"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","WAR","playerid"
"1990","Brian Harper","Twins","134","479","509","141","90","42","3","6","61","54","19","27","3","2",".294",".328",".432",".760","2.9","1005376"
"1962","Gary Geiger","Red Sox","131","466","543","116","78","18","4","16","67","54","67","66","18","11",".249",".344",".408",".752","1.5","1004601"
"1948","Eddie Yost","Senators","145","555","648","138","93","32","11","2","74","50","82","51","4","3",".249",".349",".357",".706","0.5","1014357"
"2010","Johnny Damon","Tigers","145","539","613","146","97","36","5","8","81","51","69","90","11","1",".271",".355",".401",".756","2.4","185"
"1982","Roy Smalley","- - -","146","499","581","127","90","15","2","20","57","67","71","104","0","1",".255",".345",".413",".758","2.9","1012078"
"1997","Dave Martinez","White Sox","145","504","573","144","110","16","6","12","78","55","55","69","12","6",".286",".356",".413",".768","2.6","1008160"
"1950","Cass Michaels","- - -","142","526","606","140","111","14","7","8","69","66","68","47","2","3",".266",".352",".365",".717","0.9","1008836"
"1977","Don Baylor","Angels","154","561","645","141","89","27","0","25","87","75","62","76","26","12",".251",".334",".433",".768","0.8","1000700"
"1948","Snuffy Stirnweiss","Yankees","141","515","610","130","100","20","7","3","90","32","86","62","5","4",".252",".360",".336",".696","2.7","1012546"
"2005","Rafael Palmeiro","Orioles","110","369","422","98","67","13","0","18","47","60","43","43","2","0",".266",".339",".447",".786","-0.2","1266"
"2009","Jose Bautista","Blue Jays","113","336","404","79","50","13","3","13","54","40","56","85","4","0",".235",".349",".408",".757","1.8","1887"
"1995","Ivan Rodriguez","Rangers","130","492","517","149","103","32","2","12","56","67","16","48","0","2",".303",".327",".449",".776","3.0","1275"
"2003","Randy Winn","Mariners","157","600","660","177","125","37","4","11","103","75","41","108","23","5",".295",".346",".425",".771","3.6","1235"
"1969","Pat Kelly","Royals","112","417","473","110","78","20","4","8","61","32","49","70","40","13",".264",".348",".388",".737","2.0","1006810"
"2013","Stephen Drew","Red Sox","124","442","501","112","62","29","8","13","57","67","54","124","6","0",".253",".333",".443",".777","3.6","4251"
"1993","Wade Boggs","Yankees","143","560","644","169","140","26","1","2","83","59","74","49","0","1",".302",".378",".363",".740","3.3","1001124"
"1973","Carlton Fisk","Red Sox","135","508","558","125","78","21","0","26","65","71","37","99","7","2",".246",".309",".441",".750","3.7","1004101"
"1949","Johnny Lipon","Tigers","127","439","525","110","87","14","6","3","57","59","75","24","2","4",".251",".362",".330",".693","1.8","1007645"
"2000","Randy Velarde","Athletics","122","485","546","135","100","23","0","12","82","41","54","95","9","3",".278",".354",".400",".754","2.1","942"
"2007","Jhonny Peralta","Indians","152","574","647","155","106","27","1","21","87","72","61","146","4","4",".270",".341",".430",".771","1.7","1738"
"1987","B.J. Surhoff","Brewers","115","395","445","118","86","22","3","7","50","68","36","30","11","10",".299",".350",".423",".773","2.4","117"
"1967","Jim Fregosi","Angels","151","590","651","171","133","23","6","9","75","56","49","77","9","6",".290",".349",".395",".744","5.2","1004330"
"1979","Claudell Washington","White Sox","131","471","508","132","81","33","5","13","79","66","28","93","19","11",".280",".322",".454",".776","1.4","1013654"
"1979","Pat Putnam","Rangers","139","426","465","118","79","19","2","18","57","64","23","50","1","6",".277",".319",".458",".777","1.2","1010577"
"1986","Mike Pagliarulo","Yankees","149","504","565","120","65","24","3","28","71","71","54","120","4","1",".238",".316",".464",".780","2.9","1009959"
"1998","Roberto Alomar","Orioles","147","588","657","166","115","36","1","14","86","56","59","70","18","5",".282",".347",".418",".765","3.8","860"
"1978","John Mayberry","Blue Jays","152","515","587","129","90","15","2","22","51","70","60","57","1","2",".250",".329",".416",".745","0.0","1008289"
"1985","Mike Pagliarulo","Yankees","138","380","435","91","54","16","2","19","55","62","45","86","0","0",".239",".324",".442",".766","1.8","1009959"
"2002","Jose Valentin","White Sox","135","474","527","118","63","26","4","25","70","75","43","99","3","3",".249",".311",".479",".790","3.5","256"
"2005","Bengie Molina","Angels","119","410","449","121","89","17","0","15","45","69","27","41","0","2",".295",".336",".446",".782","1.7","24"
"1987","Don Baylor","- - -","128","388","467","95","70","9","0","16","67","63","45","59","5","3",".245",".360",".392",".751","0.4","1000700"
"1991","Kirk Gibson","Royals","132","462","540","109","70","17","6","16","81","55","69","103","18","4",".236",".341",".403",".744","0.8","1004669"
"1993","Paul Sorrento","Indians","148","463","527","119","74","26","1","18","75","65","58","121","3","1",".257",".340",".434",".774","1.1","1012282"
"2003","Matt Lawton","Indians","99","374","429","93","59","19","0","15","57","53","47","47","10","3",".249",".343",".420",".762","0.5","390"
"1978","Hal McRae","Royals","156","623","692","170","110","39","5","16","90","72","51","62","17","8",".273",".329",".429",".757","1.3","1008687"
"2001","Paul O'Neill","Yankees","137","510","563","136","81","33","1","21","77","70","48","59","22","3",".267",".330",".459",".789","0.6","1009818"
"2015","Adrian Beltre","Rangers","143","567","619","163","109","32","4","18","83","83","41","65","1","0",".287",".334",".453",".788","4.3","639"
"1943","Pete Fox","Red Sox","127","489","543","141","111","24","4","2","54","44","34","40","22","8",".288",".337",".366",".703","1.6","1004283"
"1973","Billy North","Athletics","146","554","642","158","138","10","5","5","98","34","78","89","53","20",".285",".376",".348",".725","6.2","1009638"
"1972","Tommy Harper","Red Sox","144","556","641","141","96","29","2","14","92","49","67","104","25","7",".254",".341",".388",".730","1.2","1005383"
"1995","Lance Johnson","White Sox","142","607","645","186","146","18","12","10","98","57","32","31","40","6",".306",".341",".425",".766","3.1","1006482"
"1977","Bruce Bochte","- - -","137","492","552","148","117","23","1","7","64","51","47","42","6","4",".301",".358",".394",".753","1.6","1001106"
"1973","Carlos May","White Sox","149","553","617","148","108","20","0","20","62","96","53","73","8","6",".268",".334",".412",".747","1.3","1008291"
"1977","Ralph Garr","White Sox","134","543","574","163","117","29","7","10","78","54","27","44","12","7",".300",".333",".435",".767","0.2","1004554"
"2016","Devon Travis","Blue Jays","101","410","432","123","83","28","1","11","54","50","20","87","4","1",".300",".332",".454",".785","2.5","13862"
"1983","Davey Lopes","Athletics","147","494","561","137","103","13","4","17","64","67","51","61","22","4",".277",".341",".423",".764","2.4","1007750"
"2018","Jose Abreu","White Sox","128","499","553","132","73","36","1","22","68","78","37","109","2","0",".265",".325",".473",".798","1.2","15676"
"1954","Jim Piersall","Red Sox","133","474","520","135","101","24","2","8","77","38","36","42","5","1",".285",".338",".395",".732","2.5","1010340"
"2004","Chone Figgins","Angels","148","577","638","171","127","22","17","5","83","60","49","94","34","13",".296",".350",".419",".770","3.5","1580"
"2001","Carlos Lee","White Sox","150","558","605","150","90","33","3","24","75","84","38","85","17","7",".269",".321",".468",".789","1.9","243"
"1998","B.J. Surhoff","Orioles","162","573","634","160","103","34","1","22","79","92","49","81","9","7",".279",".332",".457",".789","1.2","117"
"1987","Lou Whitaker","Tigers","149","604","684","160","100","38","6","16","110","59","71","108","13","5",".265",".341",".427",".768","3.1","1013846"
"1933","Doc Cramer","Athletics","152","661","718","195","152","27","8","8","109","75","36","24","5","4",".295",".331",".396",".728","0.7","1002727"
"2011","Torii Hunter","Angels","156","580","649","152","103","24","2","23","80","82","62","125","5","7",".262",".336",".429",".765","2.0","731"
"2013","Kyle Seager","Mariners","160","615","695","160","104","32","2","22","79","69","68","122","9","3",".260",".338",".426",".764","4.2","9785"
"1993","Lance Johnson","White Sox","147","540","579","168","136","18","14","0","75","47","36","33","35","7",".311",".354",".396",".750","4.7","1006482"
"1986","Julio Franco","Indians","149","599","636","183","138","30","5","10","80","74","32","66","10","7",".306",".338",".422",".760","2.7","87"
"2004","Randy Winn","Mariners","157","626","703","179","125","34","6","14","84","81","53","98","21","7",".286",".346",".427",".772","3.8","1235"
"1969","Gail Hopkins","White Sox","124","373","427","99","75","13","3","8","52","46","50","28","2","1",".265",".351",".381",".732","1.2","1006015"
"2004","Ronnie Belliard","Indians","152","599","663","169","108","48","1","12","78","70","60","98","3","2",".282",".348",".426",".774","3.1","677"
"1997","Rich Becker","Twins","132","443","510","117","82","22","3","10","61","45","62","130","17","5",".264",".354",".395",".749","2.2","1000749"
"2013","Chris Carter","Astros","148","506","585","113","58","24","2","29","64","82","70","212","2","0",".223",".320",".451",".770","0.5","9911"
"2016","C.J. Cron","Angels","116","407","445","113","70","25","2","16","51","69","24","75","2","3",".278",".325",".467",".792","1.4","12546"
"1995","Devon White","Blue Jays","101","427","465","121","83","23","5","10","61","53","29","97","11","2",".283",".334",".431",".765","1.2","1013862"
"1985","Bill Buckner","Red Sox","162","673","719","201","136","46","3","16","89","110","30","36","18","4",".299",".325",".447",".773","2.3","1001625"
"1991","Darryl Hamilton","Brewers","122","405","448","126","104","15","6","1","64","57","33","38","16","6",".311",".361",".385",".746","1.5","1005272"
"1990","Carlos Quintana","Red Sox","149","512","572","147","112","28","0","7","56","67","52","74","1","2",".287",".354",".383",".737","1.8","1010616"
"1957","Al Pilarcik","Orioles","142","407","482","113","85","16","3","9","52","49","53","28","14","7",".278",".359",".398",".757","2.5","1010349"
"2001","Dante Bichette","Red Sox","107","391","415","112","69","30","1","12","45","49","20","76","2","2",".286",".325",".460",".786","0.5","1000946"
"2002","Kevin Mench","Rangers","110","366","412","95","58","20","2","15","52","60","31","83","1","1",".260",".327",".448",".775","1.1","1261"
"1947","Floyd Baker","White Sox","105","371","439","98","83","12","3","0","61","22","66","28","9","7",".264",".375",".313",".688","2.5","1000452"
"1980","Jim Morrison","White Sox","162","604","666","171","116","40","0","15","66","57","36","74","9","6",".283",".329",".424",".753","2.4","1009212"
"1954","Bill Tuttle","Tigers","147","530","602","141","103","20","11","7","64","58","62","60","5","8",".266",".343",".385",".728","1.2","1013238"
"1989","Wally Joyner","Angels","159","593","654","167","119","30","2","16","78","79","46","58","3","2",".282",".335",".420",".755","2.9","1006637"
"1975","Amos Otis","Royals","132","470","548","116","75","26","6","9","87","46","66","49","39","11",".247",".342",".385",".727","2.2","1009893"
"2008","David Murphy","Rangers","108","415","454","114","68","28","3","15","64","74","31","70","7","2",".275",".321",".465",".786","1.8","6035"
"1934","Pete Fox","Tigers","128","516","579","147","112","31","2","2","101","45","49","53","25","10",".285",".351",".364",".716","1.0","1004283"
"1944","George Myatt","Senators","140","538","620","153","128","19","6","0","86","40","54","44","26","10",".284",".357",".342",".699","1.6","1009413"
"1974","Lou Piniella","Yankees","140","518","567","158","123","26","0","9","71","70","32","58","1","8",".305",".341",".407",".748","3.0","1010356"
"1984","Darryl Motley","Royals","146","522","557","148","102","25","6","15","64","70","28","73","10","12",".284",".319",".441",".760","2.9","1009260"
"2017","Kevin Kiermaier","Rays","98","380","421","105","72","15","3","15","56","39","31","99","16","7",".276",".338",".450",".788","3.3","11038"
"1995","Terry Steinbach","Athletics","114","406","440","113","71","26","1","15","43","65","25","74","1","3",".278",".322",".458",".780","2.7","1012473"
"1934","Ray Pepper","Browns","148","564","598","168","131","24","6","7","71","101","29","67","1","4",".298",".333",".399",".732","-0.1","1010174"
"1970","Graig Nettles","Indians","157","549","633","129","89","13","1","26","81","62","81","77","3","1",".235",".336",".404",".741","4.8","1009517"
"1940","Ken Keltner","Indians","149","543","608","138","89","24","10","15","67","77","51","56","10","5",".254",".322",".418",".740","1.9","1006821"
"2010","Adam Jones","Orioles","149","581","621","165","116","25","5","19","76","69","23","119","7","7",".284",".325",".442",".767","2.5","6368"
"2013","Nick Swisher","Indians","145","549","634","135","84","27","2","22","74","63","77","138","1","0",".246",".341",".423",".763","2.1","4599"
"2002","David Eckstein","Angels","152","608","702","178","142","22","6","8","107","63","45","44","21","13",".293",".363",".388",".752","4.5","10"
"1950","Bud Stewart","Senators","118","378","428","101","76","15","6","4","46","35","46","33","5","4",".267",".348",".370",".719","0.3","1012517"
"1943","Don Gutteridge","Browns","132","538","592","147","105","35","6","1","77","36","50","46","10","9",".273",".335",".366",".701","0.6","1005157"
"1947","Snuffy Stirnweiss","Yankees","148","571","673","146","115","18","8","5","102","41","89","47","5","3",".256",".358",".342",".700","3.4","1012546"
"2019","Robinson Chirinos","Astros","114","366","437","87","47","22","1","17","57","58","51","125","1","2",".238",".347",".443",".790","2.3","3142"
"1947","Eddie Mayo","Tigers","142","535","595","149","111","28","4","6","66","48","48","28","3","7",".279",".338",".379",".717","1.3","1008307"
"1998","Rickey Henderson","Athletics","152","542","670","128","97","16","1","14","101","57","118","114","66","13",".236",".376",".347",".723","1.9","194"
"2017","Brett Gardner","Yankees","151","594","682","157","106","26","4","21","96","63","72","122","23","5",".264",".350",".428",".778","4.0","9927"
